image_id,hash_method,attack_type,step,elapsed_ms,dist_raw,dist_norm,best_dist_norm,flipped_bits,improved,grad_abs_mean,l2,linf,ssim,success,source_path
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,12,1098.318,0.0,0.0,0.0078125,0,0,0.04886128008365631,1.3972676992416382,0.007843166589736938,0.9970403909683228,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,13,1189.295,2.0,0.0078125,0.0078125,2,0,0.0732351541519165,1.723550796508789,0.011764705181121826,0.9955047369003296,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,14,1284.292,2.0,0.0078125,0.0078125,2,0,0.07319622486829758,1.5608090162277222,0.011764705181121826,0.9963120222091675,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,15,1378.998,2.0,0.0078125,0.0078125,2,0,0.04879270866513252,1.6134670972824097,0.011764705181121826,0.9960529804229736,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,16,1474.913,2.0,0.0078125,0.0078125,2,0,0.048828125,1.8812702894210815,0.011764734983444214,0.994637668132782,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,17,1577.103,2.0,0.0078125,0.0078125,2,0,0.10981631278991699,1.8063753843307495,0.011764734983444214,0.9950526356697083,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,18,1676.006,2.0,0.0078125,0.0078125,2,0,0.04892357066273689,1.8526912927627563,0.011764734983444214,0.9947988986968994,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,19,1775.316,2.0,0.0078125,0.0078125,2,0,0.07311785966157913,1.941109299659729,0.011764734983444214,0.9943023324012756,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,20,1874.37,2.0,0.0078125,0.0078125,2,0,0.048865802586078644,1.9828524589538574,0.0156862735748291,0.9940528273582458,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,21,1973.186,2.0,0.0078125,0.0078125,2,0,0.048825111240148544,2.0258729457855225,0.0156862735748291,0.9937995076179504,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,22,2070.254,2.0,0.0078125,0.0078125,2,0,0.048828125,2.2867825031280518,0.0156862735748291,0.9921084046363831,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,23,2171.716,2.0,0.0078125,0.0078125,2,0,0.0731334313750267,2.1061673164367676,0.0156862735748291,0.9932969212532043,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,24,2267.422,2.0,0.0078125,0.0078125,2,0,0.048828125,2.365349769592285,0.01568630337715149,0.9915727972984314,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,25,2387.636,2.0,0.0078125,0.0078125,2,0,0.04890197142958641,2.4032788276672363,0.01568630337715149,0.9913088083267212,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,26,2488.024,2.0,0.0078125,0.0078125,2,0,0.0489230677485466,2.443902015686035,0.01568630337715149,0.9910053610801697,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,27,2586.871,2.0,0.0078125,0.0078125,2,0,0.0,2.443902015686035,0.01568630337715149,0.9910053610801697,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,28,2685.201,2.0,0.0078125,0.0078125,2,0,0.0,2.443902015686035,0.01568630337715149,0.9910053610801697,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,29,2784.077,2.0,0.0078125,0.0078125,2,0,0.048828125,2.2236056327819824,0.01568630337715149,0.9925341010093689,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,30,2898.347,2.0,0.0078125,0.0078125,2,0,0.0,2.2236056327819824,0.01568630337715149,0.9925341010093689,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,31,3036.725,2.0,0.0078125,0.0078125,2,0,0.0,2.2236056327819824,0.01568630337715149,0.9925341010093689,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,32,3139.559,2.0,0.0078125,0.0078125,2,0,0.048828125,2.480478286743164,0.01568630337715149,0.9907341599464417,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,33,3240.716,2.0,0.0078125,0.0078125,2,0,0.0,2.480478286743164,0.01568630337715149,0.9907341599464417,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,34,3346.115,2.0,0.0078125,0.0078125,2,0,0.048828125,2.2605319023132324,0.01568630337715149,0.9922918081283569,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,35,3438.941,2.0,0.0078125,0.0078125,2,0,0.0,2.2605319023132324,0.01568630337715149,0.9922918081283569,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,36,3537.734,2.0,0.0078125,0.0078125,2,0,0.048828125,2.5162785053253174,0.01568630337715149,0.9904766082763672,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,37,3662.471,2.0,0.0078125,0.0078125,2,0,0.0,2.5162785053253174,0.01568630337715149,0.9904766082763672,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,38,3774.698,2.0,0.0078125,0.0078125,2,0,0.048828125,2.2947278022766113,0.01568630337715149,0.9920752644538879,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,39,3872.52,2.0,0.0078125,0.0078125,2,0,0.0,2.2947278022766113,0.01568630337715149,0.9920752644538879,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,40,3971.075,2.0,0.0078125,0.0078125,2,0,0.0,2.2947278022766113,0.01568630337715149,0.9920752644538879,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,41,4073.942,2.0,0.0078125,0.0078125,2,0,0.0,2.2947278022766113,0.01568630337715149,0.9920752644538879,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,42,4178.282,4.0,0.015625,0.015625,4,1,0.048828125,2.5529773235321045,0.01568630337715149,0.9902057647705078,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,43,4288.96,4.0,0.015625,0.015625,4,0,0.0,2.5529773235321045,0.01568630337715149,0.9902057647705078,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,44,4433.956,4.0,0.015625,0.015625,4,0,0.0,2.5529773235321045,0.01568630337715149,0.9902057647705078,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,45,4536.552,2.0,0.0078125,0.015625,2,0,0.048828125,2.3326940536499023,0.01568630337715149,0.9918186664581299,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,46,4633.98,4.0,0.015625,0.015625,4,0,0.048828125,2.58915638923645,0.019607841968536377,0.9899224638938904,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,47,4731.729,4.0,0.015625,0.015625,4,0,0.0,2.58915638923645,0.019607841968536377,0.9899224638938904,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,48,4830.786,4.0,0.015625,0.015625,4,0,0.0,2.58915638923645,0.019607841968536377,0.9899224638938904,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,49,4928.868,4.0,0.015625,0.015625,4,0,0.0,2.58915638923645,0.019607841968536377,0.9899224638938904,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,50,5027.384,4.0,0.015625,0.015625,4,0,0.0,2.58915638923645,0.019607841968536377,0.9899224638938904,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,51,5130.205,2.0,0.0078125,0.015625,2,0,0.048828125,2.3677282333374023,0.019607841968536377,0.9915605783462524,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,52,5231.087,2.0,0.0078125,0.015625,2,0,0.0,2.3677282333374023,0.019607841968536377,0.9915605783462524,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,53,5332.693,2.0,0.0078125,0.015625,2,0,0.0,2.3677282333374023,0.019607841968536377,0.9915605783462524,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,54,5435.936,2.0,0.0078125,0.015625,2,0,0.0,2.3677282333374023,0.019607841968536377,0.9915605783462524,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,55,5556.636,2.0,0.0078125,0.015625,2,0,0.0,2.3677282333374023,0.019607841968536377,0.9915605783462524,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,56,5674.105,2.0,0.0078125,0.015625,2,0,0.04887132719159126,2.4055588245391846,0.01568630337715149,0.9912906885147095,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,57,5771.642,2.0,0.0078125,0.015625,2,0,0.0,2.4055588245391846,0.01568630337715149,0.9912906885147095,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,58,5870.782,2.0,0.0078125,0.015625,2,0,0.0,2.4055588245391846,0.01568630337715149,0.9912906885147095,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,59,5968.47,4.0,0.015625,0.015625,4,0,0.048828125,2.66216778755188,0.019607841968536377,0.9893664717674255,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,60,6066.655,4.0,0.015625,0.015625,4,0,0.0,2.66216778755188,0.019607841968536377,0.9893664717674255,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,61,6165.291,4.0,0.015625,0.015625,4,0,0.0,2.66216778755188,0.019607841968536377,0.9893664717674255,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,62,6263.396,4.0,0.015625,0.015625,4,0,0.0,2.66216778755188,0.019607841968536377,0.9893664717674255,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,63,6364.382,4.0,0.015625,0.015625,4,0,0.048828125,2.4427409172058105,0.01568630337715149,0.9910333752632141,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,64,6477.126,4.0,0.015625,0.015625,4,0,0.0,2.4427409172058105,0.01568630337715149,0.9910333752632141,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,65,6575.124,4.0,0.015625,0.015625,4,0,0.0,2.4427409172058105,0.01568630337715149,0.9910333752632141,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,66,6675.449,4.0,0.015625,0.015625,4,0,0.0,2.4427409172058105,0.01568630337715149,0.9910333752632141,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,67,6776.15,4.0,0.015625,0.015625,4,0,0.0,2.4427409172058105,0.01568630337715149,0.9910333752632141,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,68,6869.782,4.0,0.015625,0.015625,4,0,0.0,2.4427409172058105,0.01568630337715149,0.9910333752632141,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,69,6970.072,4.0,0.015625,0.015625,4,0,0.048828125,2.6982076168060303,0.019607841968536377,0.989069402217865,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,70,7071.482,4.0,0.015625,0.015625,4,0,0.0,2.6982076168060303,0.019607841968536377,0.989069402217865,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,71,7170.131,4.0,0.015625,0.015625,4,0,0.0,2.6982076168060303,0.019607841968536377,0.989069402217865,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,72,7268.847,4.0,0.015625,0.015625,4,0,0.0,2.6982076168060303,0.019607841968536377,0.989069402217865,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,73,7368.494,4.0,0.015625,0.015625,4,0,0.0,2.6982076168060303,0.019607841968536377,0.989069402217865,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,74,7467.651,4.0,0.015625,0.015625,4,0,0.0,2.6982076168060303,0.019607841968536377,0.989069402217865,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,75,7566.109,4.0,0.015625,0.015625,4,0,0.0,2.6982076168060303,0.019607841968536377,0.989069402217865,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,76,7671.233,4.0,0.015625,0.015625,4,0,0.0,2.6982076168060303,0.019607841968536377,0.989069402217865,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,77,7811.755,4.0,0.015625,0.015625,4,0,0.0,2.6982076168060303,0.019607841968536377,0.989069402217865,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,78,7912.632,4.0,0.015625,0.015625,4,0,0.0,2.6982076168060303,0.019607841968536377,0.989069402217865,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,79,8012.846,4.0,0.015625,0.015625,4,0,0.0,2.6982076168060303,0.019607841968536377,0.989069402217865,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,80,8113.49,4.0,0.015625,0.015625,4,0,0.048828125,2.4767215251922607,0.019607841968536377,0.9907733798027039,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,81,8211.122,4.0,0.015625,0.015625,4,0,0.0,2.4767215251922607,0.019607841968536377,0.9907733798027039,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,82,8313.273,4.0,0.015625,0.015625,4,0,0.0,2.4767215251922607,0.019607841968536377,0.9907733798027039,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,83,8411.89,4.0,0.015625,0.015625,4,0,0.0,2.4767215251922607,0.019607841968536377,0.9907733798027039,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,84,8512.114,4.0,0.015625,0.015625,4,0,0.0,2.4767215251922607,0.019607841968536377,0.9907733798027039,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,85,8609.911,4.0,0.015625,0.015625,4,0,0.0,2.4767215251922607,0.019607841968536377,0.9907733798027039,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,86,8707.827,4.0,0.015625,0.015625,4,0,0.0,2.4767215251922607,0.019607841968536377,0.9907733798027039,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,87,8806.372,4.0,0.015625,0.015625,4,0,0.0,2.4767215251922607,0.019607841968536377,0.9907733798027039,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,88,8907.795,4.0,0.015625,0.015625,4,0,0.0,2.4767215251922607,0.019607841968536377,0.9907733798027039,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,89,9048.734,4.0,0.015625,0.015625,4,0,0.048828125,2.7349507808685303,0.019607841968536377,0.9887805581092834,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,90,9186.928,4.0,0.015625,0.015625,4,0,0.0,2.7349507808685303,0.019607841968536377,0.9887805581092834,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,91,9351.449,4.0,0.015625,0.015625,4,0,0.0,2.7349507808685303,0.019607841968536377,0.9887805581092834,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,92,9477.87,4.0,0.015625,0.015625,4,0,0.0,2.7349507808685303,0.019607841968536377,0.9887805581092834,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,93,9618.275,4.0,0.015625,0.015625,4,0,0.0,2.7349507808685303,0.019607841968536377,0.9887805581092834,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,94,9726.195,4.0,0.015625,0.015625,4,0,0.048828125,2.511219024658203,0.019607841968536377,0.9905242323875427,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,95,9825.359,4.0,0.015625,0.015625,4,0,0.0,2.511219024658203,0.019607841968536377,0.9905242323875427,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,96,9963.64,4.0,0.015625,0.015625,4,0,0.0,2.511219024658203,0.019607841968536377,0.9905242323875427,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,97,10065.602,4.0,0.015625,0.015625,4,0,0.0,2.511219024658203,0.019607841968536377,0.9905242323875427,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,98,10167.871,4.0,0.015625,0.015625,4,0,0.0,2.511219024658203,0.019607841968536377,0.9905242323875427,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,99,10271.41,4.0,0.015625,0.015625,4,0,0.0,2.511219024658203,0.019607841968536377,0.9905242323875427,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,100,10374.37,4.0,0.015625,0.015625,4,0,0.0,2.511219024658203,0.019607841968536377,0.9905242323875427,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,101,10482.163,4.0,0.015625,0.015625,4,0,0.0,2.511219024658203,0.019607841968536377,0.9905242323875427,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,102,10626.002,4.0,0.015625,0.015625,4,0,0.048828125,2.7671496868133545,0.019607871770858765,0.9885321855545044,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,103,10729.634,4.0,0.015625,0.015625,4,0,0.0,2.7671496868133545,0.019607871770858765,0.9885321855545044,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,104,10834.022,4.0,0.015625,0.015625,4,0,0.0,2.7671496868133545,0.019607871770858765,0.9885321855545044,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,105,10938.26,4.0,0.015625,0.015625,4,0,0.0,2.7671496868133545,0.019607871770858765,0.9885321855545044,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,106,11047.348,4.0,0.015625,0.015625,4,0,0.0,2.7671496868133545,0.019607871770858765,0.9885321855545044,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,107,11147.411,4.0,0.015625,0.015625,4,0,0.0,2.7671496868133545,0.019607871770858765,0.9885321855545044,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,108,11245.307,4.0,0.015625,0.015625,4,0,0.0,2.7671496868133545,0.019607871770858765,0.9885321855545044,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
ILSVRC2012_val_00003351__a4591751d1,pdq,evasion,109,11343.301,4.0,0.015625,0.015625,4,0,0.0,2.7671496868133545,0.019607871770858765,0.9885321855545044,0,inputs/inputs_500/ILSVRC2012_val_00003351__a4591751d1.jpeg
