image_id,hash_method,attack_type,target_image_id,target_hash_hex,step,elapsed_ms,target_dist_raw,target_dist_norm,best_target_dist_norm,l2,linf,ssim,success,source_path,target_path
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,5,618.452,100.0,0.390625,0.390625,2.2817294597625732,0.003921598196029663,0.9994987845420837,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,6,525.429,104.0,0.40625,0.3828125,3.818941354751587,0.007843166589736938,0.9960564374923706,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,6,687.551,98.0,0.3828125,0.3828125,4.011887073516846,0.007843166589736938,0.9989147782325745,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,7,594.68,104.0,0.40625,0.3828125,4.138607978820801,0.007843166589736938,0.9955198764801025,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,7,756.297,98.0,0.3828125,0.3828125,4.2817583084106445,0.007843166589736938,0.9986836314201355,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,8,662.668,104.0,0.40625,0.3828125,4.196624279022217,0.007843166589736938,0.9953584671020508,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,8,822.279,98.0,0.3828125,0.3828125,4.329397678375244,0.007843166589736938,0.9986280798912048,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,9,733.536,104.0,0.40625,0.3828125,4.236969470977783,0.007843166589736938,0.9952247142791748,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,9,887.998,98.0,0.3828125,0.3828125,4.361602306365967,0.007843166589736938,0.9985913634300232,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,10,799.673,104.0,0.40625,0.3828125,5.474720478057861,0.011764734983444214,0.9921734929084778,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,10,953.46,100.0,0.390625,0.3828125,5.821207523345947,0.011764734983444214,0.9979841113090515,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,11,869.684,104.0,0.40625,0.3828125,5.926209926605225,0.011764734983444214,0.991200864315033,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,11,1020.557,100.0,0.390625,0.3828125,6.19791841506958,0.011764734983444214,0.9976282119750977,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,12,938.789,104.0,0.40625,0.3828125,6.027646064758301,0.011764734983444214,0.9908751249313354,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,12,1087.125,100.0,0.390625,0.3828125,6.280379772186279,0.011764734983444214,0.9975107908248901,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,13,1014.268,104.0,0.40625,0.3828125,6.088801860809326,0.011764734983444214,0.9906412363052368,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,13,1155.442,100.0,0.390625,0.3828125,6.33113431930542,0.011764734983444214,0.9974349141120911,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,14,1228.883,100.0,0.390625,0.3828125,7.542311191558838,0.01568630337715149,0.9968453645706177,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,14,1089.121,104.0,0.40625,0.3828125,7.062328815460205,0.01568630337715149,0.9874173998832703,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,15,1302.428,102.0,0.3984375,0.3828125,8.02197265625,0.01568630337715149,0.9963982105255127,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,15,1210.049,104.0,0.40625,0.3828125,7.584717750549316,0.01568630337715149,0.9861095547676086,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,16,1370.243,102.0,0.3984375,0.3828125,8.143635749816895,0.01568630337715149,0.9962130188941956,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,16,1279.624,104.0,0.40625,0.3828125,7.7290754318237305,0.01568630337715149,0.9856003522872925,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,17,1433.48,102.0,0.3984375,0.3828125,8.217508316040039,0.019607841968536377,0.996088445186615,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,17,1351.021,104.0,0.40625,0.3828125,7.8158464431762695,0.019607871770858765,0.985268771648407,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,18,1499.973,102.0,0.3984375,0.3828125,9.191380500793457,0.019607871770858765,0.995545506477356,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,18,1421.014,104.0,0.40625,0.3828125,8.596887588500977,0.019607871770858765,0.9823179244995117,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,19,1567.814,100.0,0.390625,0.3828125,9.762712478637695,0.019607871770858765,0.9950623512268066,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,19,1498.433,106.0,0.4140625,0.3828125,9.14065170288086,0.019607871770858765,0.9807316660881042,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,20,1640.702,100.0,0.390625,0.3828125,9.923736572265625,0.019607871770858765,0.9948174357414246,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,21,1712.915,100.0,0.390625,0.3828125,10.032920837402344,0.02352944016456604,0.99463951587677,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,20,1578.784,106.0,0.4140625,0.3828125,9.320943832397461,0.019607871770858765,0.980064868927002,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,22,1778.081,100.0,0.390625,0.3828125,10.807951927185059,0.02352944016456604,0.994110107421875,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,21,1651.914,106.0,0.4140625,0.3828125,9.438382148742676,0.02352944016456604,0.9796118140220642,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,23,1843.338,102.0,0.3984375,0.3828125,11.427183151245117,0.02352944016456604,0.9935930967330933,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,22,1724.123,106.0,0.4140625,0.3828125,10.067625045776367,0.02352944016456604,0.9772518277168274,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,24,1915.286,102.0,0.3984375,0.3828125,11.631275177001953,0.027451008558273315,0.9932931661605835,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,23,1795.33,108.0,0.421875,0.3828125,10.60380744934082,0.02352944016456604,0.9753957390785217,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,25,1985.694,102.0,0.3984375,0.3828125,11.777796745300293,0.027451008558273315,0.9930568337440491,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,24,1877.335,108.0,0.421875,0.3828125,10.822356224060059,0.027451008558273315,0.9746326208114624,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,26,2059.946,100.0,0.390625,0.3828125,12.407428741455078,0.027451008558273315,0.9925486445426941,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,25,1992.814,108.0,0.421875,0.3828125,10.970780372619629,0.027451008558273315,0.9740641713142395,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,27,2152.111,100.0,0.390625,0.3828125,13.003984451293945,0.0313725471496582,0.9920443296432495,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,26,2067.723,108.0,0.421875,0.3828125,11.483074188232422,0.027451008558273315,0.9721945524215698,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,28,2219.741,100.0,0.390625,0.3828125,13.269023895263672,0.03137257695198059,0.9916960000991821,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,27,2140.884,108.0,0.421875,0.3828125,11.99470329284668,0.03137257695198059,0.9703282713890076,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,29,2289.48,100.0,0.390625,0.3828125,13.454154014587402,0.03137257695198059,0.9914049506187439,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,28,2217.236,108.0,0.421875,0.3828125,12.245792388916016,0.03137257695198059,0.9694514870643616,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,30,2363.514,100.0,0.390625,0.3828125,13.969073295593262,0.03137257695198059,0.990924060344696,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,29,2294.127,108.0,0.421875,0.3828125,12.430400848388672,0.03137257695198059,0.9687604308128357,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,31,2436.36,100.0,0.390625,0.3828125,14.523630142211914,0.035294145345687866,0.9904186725616455,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,32,2512.748,98.0,0.3828125,0.3828125,14.830604553222656,0.035294145345687866,0.99002605676651,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,30,2370.872,108.0,0.421875,0.3828125,12.858664512634277,0.03137257695198059,0.9672195911407471,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,33,2584.385,100.0,0.390625,0.3828125,15.056184768676758,0.035294145345687866,0.9896888136863708,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,31,2454.153,108.0,0.421875,0.3828125,13.334632873535156,0.035294145345687866,0.9654588103294373,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,34,2656.215,98.0,0.3828125,0.3828125,15.501852989196777,0.03921571373939514,0.9892058968544006,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,32,2528.724,106.0,0.4140625,0.3828125,13.608109474182129,0.035294145345687866,0.9644774198532104,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n01440764_n01440764_8052,pdq,collision_whitebox_pdq_subset,n03000684_2797,c934e6cf5a9fd9f2654d7b06989c0cda3f69033cc616e82a27a540d4f0c83737,35,2728.983,98.0,0.3828125,0.3828125,16.00501251220703,0.03921571373939514,0.9886975884437561,0,./inputs/pdq_subset_10/n01440764_n01440764_8052.jpeg,data/imagenette2-320/train/n03000684/n03000684_2797.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,33,2602.666,108.0,0.421875,0.3828125,13.821258544921875,0.035294145345687866,0.9636960625648499,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
n02102040_n02102040_1592,pdq,collision_whitebox_pdq_subset,n03394916_45969,c850018ebdc3cc3919beb9d18581072fbde1f00f03fc27a1fe36815e1beed8e1,34,2680.954,106.0,0.4140625,0.3828125,14.197341918945312,0.03921571373939514,0.962360143661499,0,./inputs/pdq_subset_10/n02102040_n02102040_1592.jpeg,data/imagenette2-320/train/n03394916/n03394916_45969.JPEG
